tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2023-1049,Auckland,Hard,32,I,20230102,282,202684,,,Lin Zhu,R,173,CHN,28.9,201483,6,,Madison Brengle,R,168,USA,32.7,4-6 7-6(6) 6-4,3,R32,168,0,1,122,74,39,26,16,12,19,0,1,100,77,43,9,16,3,10,84,712,57,888
2023-1049,Auckland,Hard,32,I,20230102,281,214149,,Q,Viktoria Kuzmova,R,,SVK,24.6,211095,4,,Bernarda Pera,L,175,USA,28.0,6-4 6-4,3,R32,96,9,2,65,42,32,11,10,6,7,4,9,79,49,33,11,10,7,10,134,467,44,1097
2023-1049,Auckland,Hard,32,I,20230102,280,221054,,,Emma Raducanu,R,175,GBR,20.1,222258,,,Linda Fruhvirtova,R,,CZE,17.6,4-6 6-4 6-2,3,R32,148,2,2,87,57,37,14,14,4,7,5,2,108,73,49,12,14,8,13,78,755,79,746
2023-1049,Auckland,Hard,32,I,20230102,279,201616,,,Lauren Davis,R,157,USA,29.2,214461,,,Tamara Zidansek,R,168,SLO,25.0,6-2 6-1,3,R32,74,2,1,53,32,22,13,8,3,4,1,4,48,27,14,7,7,3,8,87,706,85,709
2023-1049,Auckland,Hard,32,I,20230102,278,203575,7,,Danka Kovinic,R,169,MNE,28.1,211702,,Q,Nao Hibino,R,163,JPN,28.0,6-1 6-4,3,R32,74,4,2,55,33,28,11,9,3,4,1,6,47,29,17,6,8,2,6,60,879,138,451
2023-1049,Auckland,Hard,32,I,20230102,277,201606,8,,Rebecca Marino,R,183,CAN,32.0,213646,,,Dalma Galfi,U,,HUN,24.3,6-3 7-6(3),3,R32,86,4,1,69,52,38,9,11,5,7,6,0,72,54,33,10,10,7,10,63,859,83,715
2023-1049,Auckland,Hard,32,I,20230102,275,211814,,,Julia Grabher,R,170,AUT,26.5,206124,,,Tereza Martincova,R,178,CZE,28.1,5-7 6-1 6-2,3,R32,117,4,10,89,51,32,16,13,3,8,0,3,91,71,33,10,14,8,17,82,729,71,800
2023-1049,Auckland,Hard,32,I,20230102,274,220367,3,,Leylah Fernandez,L,168,CAN,20.3,259104,,WC,Brenda Fruhvirtova,R,,CZE,15.7,6-1 6-1,3,R32,61,3,2,39,23,18,12,7,4,4,1,3,50,34,16,5,7,5,10,40,1193,132,470
2023-1049,Auckland,Hard,32,I,20230102,273,214096,,,Karolina Muchova,R,178,CZE,26.3,216016,5,,Xiyu Wang,L,,CHN,21.7,5-3 RET,3,R32,38,1,0,22,16,14,2,4,0,0,0,1,31,22,16,4,5,2,3,151,416,50,997
2023-1049,Auckland,Hard,32,I,20230102,272,211817,,Q,Elena Gabriela Ruse,U,,ROU,25.1,203562,,WC,Erin Routliffe,R,188,CAN,27.7,6-2 4-6 6-4,3,R32,144,9,7,86,40,31,23,14,6,10,3,2,102,64,37,16,14,6,12,116,547,855,21
2023-1049,Auckland,Hard,32,I,20230102,271,215020,,,Anna Blinkova,R,179,RUS,24.3,220714,,,Elisabetta Cocciaretto,R,,ITA,21.9,6-4 4-6 7-5,3,R32,149,9,6,98,60,42,19,16,4,7,6,1,98,60,36,23,16,6,10,73,794,64,850
2023-1049,Auckland,Hard,32,I,20230102,270,214119,,Q,Rebeka Masarova,R,186,ESP,23.4,201585,2,,Sloane Stephens,R,170,USA,29.7,6-3 7-6(5),3,R32,111,4,4,71,50,35,8,11,5,8,1,5,90,63,36,10,10,10,14,130,476,37,1244
2023-2014,Adelaide 2,Hard,32,P,20230109,300,202505,8,,Belinda Bencic,R,175,SUI,25.8,214082,5,,Daria Kasatkina,R,170,RUS,25.6,6-0 6-2,3,F,67,3,2,41,26,23,6,7,0,0,2,1,44,33,14,3,7,2,7,13,2365,8,3380
2023-2014,Adelaide 2,Hard,32,P,20230109,299,202505,8,,Belinda Bencic,R,175,SUI,25.8,206368,6,,Veronika Kudermetova,R,175,RUS,25.7,W/O,3,SF,1,,,,,,,,,,,,,,,,,,,13,2365,9,2715
2023-2014,Adelaide 2,Hard,32,P,20230109,298,214082,5,,Daria Kasatkina,R,170,RUS,25.6,211651,9,,Paula Badosa,R,180,ESP,25.1,W/O,3,SF,1,,,,,,,,,,,,,,,,,,,8,3380,11,2387
2023-2014,Adelaide 2,Hard,32,P,20230109,297,202505,8,,Belinda Bencic,R,175,SUI,25.8,201614,4,,Caroline Garcia,R,177,FRA,29.2,6-2 3-6 6-4,3,QF,113,9,3,71,45,35,15,13,0,2,11,2,78,51,39,12,14,3,7,13,2365,4,4415
2023-2014,Adelaide 2,Hard,32,P,20230109,296,206368,6,,Veronika Kudermetova,R,175,RUS,25.7,203389,10,,Danielle Collins,R,178,USA,29.0,4-6 7-6(5) 6-1,3,QF,167,6,5,114,70,48,22,15,10,13,5,4,89,46,31,24,14,9,13,9,2715,14,2288
2023-2014,Adelaide 2,Hard,32,P,20230109,295,211651,9,,Paula Badosa,R,180,ESP,25.1,206242,11,,Beatriz Haddad Maia,L,185,BRA,26.6,7-6(5) 7-5,3,QF,154,6,6,87,51,39,20,12,2,3,3,5,94,66,49,11,12,8,10,11,2387,15,2215
2023-2014,Adelaide 2,Hard,32,P,20230109,294,214082,5,,Daria Kasatkina,R,170,RUS,25.6,201520,12,,Petra Kvitova,L,183,CZE,32.8,6-3 7-6(3),3,QF,92,1,2,62,44,31,7,10,5,8,2,7,66,43,24,9,11,5,10,8,3380,16,2176
2023-2014,Adelaide 2,Hard,32,P,20230109,293,201614,4,,Caroline Garcia,R,177,FRA,29.2,211701,,Q,Katerina Siniakova,R,174,CZE,26.6,6-3 3-6 7-5,3,R16,135,14,3,93,65,46,12,15,1,4,0,6,102,59,41,21,15,5,9,4,4415,48,1000
2023-2014,Adelaide 2,Hard,32,P,20230109,292,202505,8,,Belinda Bencic,R,175,SUI,25.8,214939,,Q,Anna Kalinskaya,R,175,RUS,24.1,6-3 6-3,3,R16,91,6,3,57,31,24,10,9,5,7,2,2,63,42,25,6,9,5,10,13,2365,64,869
2023-2014,Adelaide 2,Hard,32,P,20230109,291,203389,10,,Danielle Collins,R,178,USA,29.0,213525,,Q,Jil Teichmann,L,170,SUI,25.4,6-3 7-6(2),3,R16,102,1,6,63,31,23,18,10,3,5,2,4,75,51,30,12,11,7,11,14,2288,33,1350
2023-2014,Adelaide 2,Hard,32,P,20230109,290,206368,6,,Veronika Kudermetova,R,175,RUS,25.7,206420,,,Ekaterina Alexandrova,R,175,RUS,28.1,W/O,3,R16,1,,,,,,,,,,,,,,,,,,,9,2715,20,1910
2023-2014,Adelaide 2,Hard,32,P,20230109,289,206242,11,,Beatriz Haddad Maia,L,185,BRA,26.6,216153,,LL,Amanda Anisimova,R,180,USA,21.3,6-4 7-5,3,R16,118,4,3,74,53,38,9,11,5,6,3,6,80,59,36,8,11,10,13,15,2215,29,1467
2023-2014,Adelaide 2,Hard,32,P,20230109,288,211651,9,,Paula Badosa,R,180,ESP,25.1,201466,,LL,Kaia Kanepi,R,181,EST,37.5,6-1 7-5,3,R16,83,10,3,58,27,21,17,10,5,7,1,1,66,47,24,9,9,4,9,11,2387,32,1405
2023-2014,Adelaide 2,Hard,32,P,20230109,287,201520,12,,Petra Kvitova,L,183,CZE,32.8,221012,,Q,Qinwen Zheng,R,,CHN,20.2,7-6(6) RET,3,R16,71,2,3,51,36,22,6,6,4,6,5,2,40,17,14,7,6,1,3,16,2176,30,1455
2023-2014,Adelaide 2,Hard,32,P,20230109,286,214082,5,,Daria Kasatkina,R,170,RUS,25.6,206252,,,Barbora Krejcikova,R,178,CZE,27.0,6-2 7-5,3,R16,90,6,0,56,38,28,12,10,2,3,3,3,64,41,28,6,10,3,7,8,3380,21,1850
2023-2014,Adelaide 2,Hard,32,P,20230109,284,211701,,Q,Katerina Siniakova,R,174,CZE,26.6,215713,,LL,Anastasia Potapova,R,175,RUS,21.7,6-1 1-0 RET,3,R32,43,0,3,32,21,15,5,4,6,6,0,3,27,13,6,4,4,2,5,48,1000,45,1079
2023-2014,Adelaide 2,Hard,32,P,20230109,283,214939,,Q,Anna Kalinskaya,R,175,RUS,24.1,211533,,,Jelena Ostapenko,R,177,LAT,25.5,6-3 6-4,3,R32,79,1,1,59,40,25,8,9,7,10,1,4,60,36,15,10,10,2,8,64,869,18,2040
2023-2014,Adelaide 2,Hard,32,P,20230109,282,202505,8,,Belinda Bencic,R,175,SUI,25.8,202469,,WC,Garbine Muguruza,R,182,ESP,29.2,6-3 6-4,3,R32,79,10,2,48,35,31,10,10,0,0,8,2,52,29,20,12,9,0,2,13,2365,58,923
2023-2014,Adelaide 2,Hard,32,P,20230109,281,203389,10,,Danielle Collins,R,178,USA,29.0,201662,,Q,Karolina Pliskova,R,184,CZE,30.8,6-2 6-4,3,R32,76,7,3,56,34,24,11,9,2,4,6,2,63,42,26,4,9,3,8,14,2288,31,1426
2023-2014,Adelaide 2,Hard,32,P,20230109,280,213525,,Q,Jil Teichmann,L,170,SUI,25.4,201499,,,Anastasia Pavlyuchenkova,R,177,RUS,31.5,7-5 6-4,3,R32,99,5,2,61,37,27,18,11,2,2,1,4,65,37,29,14,11,2,4,33,1350,365,141
2023-2014,Adelaide 2,Hard,32,P,20230109,279,206420,,,Ekaterina Alexandrova,R,175,RUS,28.1,215096,,WC,Jaimee Fourlis,R,168,AUS,23.3,7-5 6-3,3,R32,93,6,7,62,36,31,10,10,3,4,0,2,72,48,27,12,11,4,8,20,1910,160,389
2023-2014,Adelaide 2,Hard,32,P,20230109,278,206368,6,,Veronika Kudermetova,R,175,RUS,25.7,201458,,WC,Victoria Azarenka,R,180,BLR,33.4,2-6 7-6(4) 6-4,3,R32,178,20,3,100,67,48,17,15,7,10,11,8,118,73,55,18,15,12,14,9,2715,25,1597
2023-2014,Adelaide 2,Hard,32,P,20230109,277,206242,11,,Beatriz Haddad Maia,L,185,BRA,26.6,201514,,Q,Sorana Cirstea,R,176,ROU,32.7,7-6(5) 6-1,3,R32,107,4,3,56,41,32,9,10,3,4,2,2,80,57,35,9,9,6,9,15,2215,43,1112
2023-2014,Adelaide 2,Hard,32,P,20230109,276,216153,,LL,Amanda Anisimova,R,180,USA,21.3,214643,,,Liudmila Samsonova,R,180,RUS,24.1,7-5 6-3,3,R32,86,2,4,68,44,28,12,11,3,6,4,7,52,27,19,7,10,3,8,29,1467,19,1964
2023-2014,Adelaide 2,Hard,32,P,20230109,275,201466,,LL,Kaia Kanepi,R,181,EST,37.5,204411,,WC,Storm Sanders,L,166,AUS,28.4,6-2 6-2,3,R32,72,3,4,53,29,19,16,8,0,0,0,3,51,33,18,7,8,5,9,32,1405,227,280
2023-2014,Adelaide 2,Hard,32,P,20230109,274,211651,9,,Paula Badosa,R,180,ESP,25.1,204426,,,Anett Kontaveit,R,174,EST,27.0,6-4 6-3,3,R32,74,5,1,49,31,24,13,9,2,3,5,5,59,37,26,6,10,3,7,11,2387,17,2093
2023-2014,Adelaide 2,Hard,32,P,20230109,273,201520,12,,Petra Kvitova,L,183,CZE,32.8,214981,,,Elena Rybakina,R,184,KAZ,23.5,6-3 7-5,3,R32,86,5,4,60,37,32,14,11,0,0,7,1,59,37,26,10,10,1,3,16,2176,23,1610
2023-2014,Adelaide 2,Hard,32,P,20230109,272,221012,,Q,Qinwen Zheng,R,,CHN,20.2,201603,,LL,Shelby Rogers,R,175,USA,30.2,4-6 6-4 6-0,3,R32,144,9,6,91,48,34,22,13,8,10,5,2,84,44,31,15,13,5,10,30,1455,53,990
2023-2014,Adelaide 2,Hard,32,P,20230109,271,206252,,,Barbora Krejcikova,R,178,CZE,27.0,201590,,LL,Alison Riske Amritraj,R,173,USA,32.5,6-2 7-6(3),3,R32,123,3,5,72,42,30,18,10,4,5,2,2,80,54,36,9,10,6,9,21,1850,41,1180
2023-1050,Hobart,Hard,32,I,20230109,300,201616,,Q,Lauren Davis,R,157,USA,29.2,220714,,,Elisabetta Cocciaretto,R,,ITA,21.9,7-6(0) 6-2,3,F,108,3,4,73,42,32,15,10,6,7,0,5,74,40,19,21,10,3,6,84,734,67,850
2023-1050,Hobart,Hard,32,I,20230109,299,201616,,Q,Lauren Davis,R,157,USA,29.2,215020,,Q,Anna Blinkova,R,179,RUS,24.3,6-3 6-3,3,SF,91,2,2,50,24,20,17,9,2,3,2,8,78,42,24,15,9,5,9,84,734,72,809
2023-1050,Hobart,Hard,32,I,20230109,298,220714,,,Elisabetta Cocciaretto,R,,ITA,21.9,213550,,WC,Sofia Kenin,R,170,USA,24.1,7-5 4-6 6-1,3,SF,128,9,3,94,59,37,21,14,9,12,2,4,92,73,42,9,15,6,12,67,850,280,214
2023-1050,Hobart,Hard,32,I,20230109,297,215020,,Q,Anna Blinkova,R,179,RUS,24.3,201709,8,,Yulia Putintseva,R,163,KAZ,28.0,6-3 6-4,3,QF,100,4,4,88,53,31,19,10,9,11,2,1,67,52,27,8,9,4,8,72,809,51,995
2023-1050,Hobart,Hard,32,I,20230109,296,201616,,Q,Lauren Davis,R,157,USA,29.2,216133,,LL,Xin Yu Wang,R,182,CHN,21.2,6-3 6-3,3,QF,85,4,1,58,45,30,9,9,4,5,2,2,53,31,18,9,9,2,6,84,734,89,698
2023-1050,Hobart,Hard,32,I,20230109,295,220714,,,Elisabetta Cocciaretto,R,,ITA,21.9,211095,6,,Bernarda Pera,L,175,USA,28.1,5-7 7-6(8) 6-4,3,QF,167,0,4,112,72,41,25,17,5,9,4,7,133,88,57,20,17,18,22,67,850,44,1086
2023-1050,Hobart,Hard,32,I,20230109,294,213550,,WC,Sofia Kenin,R,170,USA,24.1,211843,5,,Anhelina Kalinina,R,179,UKR,25.9,4-6 6-3 6-1,3,QF,118,8,1,80,66,44,5,13,0,3,3,9,86,52,33,10,13,13,19,280,214,40,1197
2023-1050,Hobart,Hard,32,I,20230109,293,215020,,Q,Anna Blinkova,R,179,RUS,24.3,213631,1,,Marie Bouzkova,R,180,CZE,24.4,7-5 6-4,3,R16,101,4,6,68,43,28,13,11,2,6,0,2,61,35,18,11,11,2,8,72,809,26,1552
2023-1050,Hobart,Hard,32,I,20230109,292,201709,8,,Yulia Putintseva,R,163,KAZ,28.0,203463,,Q,Nuria Parrizas Diaz,R,167,ESP,31.4,6-2 6-3,3,R16,80,5,1,50,35,21,10,8,4,6,0,2,50,32,13,9,9,2,8,51,995,77,772
2023-1050,Hobart,Hard,32,I,20230109,291,201616,,Q,Lauren Davis,R,157,USA,29.2,204434,,SE,Ysaline Bonaventure,L,178,BEL,28.3,7-6(1) 6-3,3,R16,102,1,1,83,48,26,16,11,7,13,0,9,66,39,18,9,10,1,8,84,734,92,679
2023-1050,Hobart,Hard,32,I,20230109,290,216133,,LL,Xin Yu Wang,R,182,CHN,21.2,202421,,,Alison Van Uytvanck,R,173,BEL,28.7,7-5 4-6 6-3,3,R16,140,3,3,100,62,43,26,16,4,6,12,1,102,69,47,17,15,16,19,89,698,70,828
2023-1050,Hobart,Hard,32,I,20230109,289,211095,6,,Bernarda Pera,L,175,USA,28.1,201696,,SR,Laura Siegemund,R,168,GER,34.8,6-4 6-7(3) 6-4,3,R16,181,4,10,115,81,56,12,16,9,12,1,2,107,81,49,13,16,7,12,44,1086,170,368
2023-1050,Hobart,Hard,32,I,20230109,288,220714,,,Elisabetta Cocciaretto,R,,ITA,21.9,211148,,,Jasmine Paolini,R,160,ITA,27.0,6-2 6-1,3,R16,56,3,0,41,28,21,8,8,2,4,1,1,41,21,8,6,7,0,6,67,850,65,867
2023-1050,Hobart,Hard,32,I,20230109,287,211843,5,,Anhelina Kalinina,R,179,UKR,25.9,213583,,,Tatjana Maria,R,172,GER,35.4,4-6 6-3 6-3,3,R16,154,3,7,102,72,42,15,14,15,20,10,7,93,57,41,8,14,5,12,40,1197,71,824
2023-1050,Hobart,Hard,32,I,20230109,286,213550,,WC,Sofia Kenin,R,170,USA,24.1,202628,,Q,Maryna Zanevska,R,175,BEL,29.3,6-2 6-3,3,R16,68,2,1,50,42,30,3,9,2,4,1,3,50,37,19,4,8,5,10,280,214,87,715
2023-1050,Hobart,Hard,32,I,20230109,285,213631,1,,Marie Bouzkova,R,180,CZE,24.4,211713,,SR,Jaqueline Cristian,R,180,ROU,24.5,7-6(2) 6-3,3,R32,127,1,4,76,50,33,12,11,3,6,0,0,76,54,26,12,10,6,10,26,1552,143,442
2023-1050,Hobart,Hard,32,I,20230109,284,215020,,Q,Anna Blinkova,R,179,RUS,24.3,214459,,,Lucia Bronzetti,R,,ITA,24.0,6-4 6-3,3,R32,97,1,3,75,38,22,23,10,6,7,0,1,55,36,22,10,9,2,5,72,809,50,996
2023-1050,Hobart,Hard,32,I,20230109,283,203463,,Q,Nuria Parrizas Diaz,R,167,ESP,31.4,210886,,,Mayar Sherif,R,180,EGY,26.6,2-6 6-2 6-1,3,R32,127,0,1,85,62,39,15,12,11,13,3,2,74,53,28,12,11,2,6,77,772,52,991
2023-1050,Hobart,Hard,32,I,20230109,282,201709,8,,Yulia Putintseva,R,163,KAZ,28.0,214906,,,Claire Liu,R,170,USA,22.6,6-2 6-4,3,R32,94,3,4,65,46,34,10,9,8,8,1,4,60,40,25,9,9,1,4,51,995,59,912
2023-1050,Hobart,Hard,32,I,20230109,281,201616,,Q,Lauren Davis,R,157,USA,29.2,201585,4,,Sloane Stephens,R,170,USA,29.8,6-2 6-2,3,R32,88,0,2,56,38,25,10,8,6,7,1,2,65,40,20,10,8,6,11,84,734,36,1244
2023-1050,Hobart,Hard,32,I,20230109,280,204434,,SE,Ysaline Bonaventure,L,178,BEL,28.3,214461,,Q,Tamara Zidansek,R,168,SLO,25.0,6-7(2) 6-2 6-2,3,R32,126,0,7,97,55,34,24,14,9,13,0,3,97,61,35,14,14,9,17,92,679,88,709
2023-1050,Hobart,Hard,32,I,20230109,279,216133,,LL,Xin Yu Wang,R,182,CHN,21.2,216265,,WC,Olivia Gadecki,R,,AUS,20.7,6-4 7-5,3,R32,112,1,8,72,39,27,12,11,8,12,5,3,80,54,32,9,11,2,8,89,698,200,326
2023-1050,Hobart,Hard,32,I,20230109,278,202421,,,Alison Van Uytvanck,R,173,BEL,28.7,202663,7,,Magda Linette,R,171,POL,30.9,6-4 1-6 6-4,3,R32,124,2,1,85,53,35,12,13,9,14,1,2,75,49,28,12,14,1,6,70,828,46,1060
2023-1050,Hobart,Hard,32,I,20230109,277,211095,6,,Bernarda Pera,L,175,USA,28.1,201483,,,Madison Brengle,R,168,USA,32.7,6-4 6-4,3,R32,74,3,1,61,43,27,9,10,0,3,1,0,55,42,20,8,10,2,7,44,1086,62,876
2023-1050,Hobart,Hard,32,I,20230109,276,201696,,SR,Laura Siegemund,R,168,GER,34.8,206124,,Q,Tereza Martincova,R,178,CZE,28.2,5-7 6-1 6-2,3,R32,143,2,2,80,63,40,6,13,1,5,0,4,98,71,42,5,14,8,16,170,368,73,800
2023-1050,Hobart,Hard,32,I,20230109,275,211148,,,Jasmine Paolini,R,160,ITA,27.0,206255,,SR,Patricia Maria Tig,R,,ROU,28.4,6-3 6-1,3,R32,65,2,2,53,37,22,5,8,5,8,1,5,41,28,8,3,8,2,9,65,867,790,28
2023-1050,Hobart,Hard,32,I,20230109,274,220714,,,Elisabetta Cocciaretto,R,,ITA,21.9,201427,3,,Alize Cornet,R,173,FRA,32.9,6-4 6-2,3,R32,86,0,1,57,43,27,7,9,4,6,2,1,58,33,21,8,9,4,9,67,850,34,1347
2023-1050,Hobart,Hard,32,I,20230109,273,211843,5,,Anhelina Kalinina,R,179,UKR,25.9,201606,,,Rebecca Marino,R,183,CAN,32.0,6-2 6-1,3,R32,63,3,1,48,35,23,9,7,2,2,6,5,43,25,13,6,8,3,8,40,1197,66,859
2023-1050,Hobart,Hard,32,I,20230109,272,213583,,,Tatjana Maria,R,172,GER,35.4,221883,,WC,Talia Gibson,U,,AUS,18.5,6-3 6-2,3,R32,71,5,0,59,33,26,13,9,5,6,1,1,47,30,17,6,8,4,8,71,824,340,157
2023-1050,Hobart,Hard,32,I,20230109,271,213550,,WC,Sofia Kenin,R,170,USA,24.1,202684,,,Lin Zhu,R,173,CHN,28.9,6-2 6-2,3,R32,77,0,2,50,37,28,6,8,1,2,1,2,65,46,22,7,8,6,11,280,214,85,724
2023-1050,Hobart,Hard,32,I,20230109,270,202628,,Q,Maryna Zanevska,R,175,BEL,29.3,210722,2,,Elise Mertens,R,179,BEL,27.1,6-4 6-4,3,R32,115,2,5,74,47,25,18,10,8,11,3,5,71,45,27,9,10,7,12,87,715,27,1475
2023-580,Australian Open,Hard,128,G,20230116,100,216347,1,,Iga Swiatek,R,176,POL,21.6,215898,,,Jule Niemeier,R,178,GER,23.4,6-4 7-5,3,R128,119,0,3,78,38,29,22,11,2,3,3,1,71,45,32,9,11,2,5,1,11025,69,845
2023-580,Australian Open,Hard,128,G,20230116,101,215785,,,Camila Osorio,R,162,COL,21.0,215910,,,Panna Udvardy,R,170,HUN,24.3,6-4 6-1,3,R128,79,0,3,62,44,31,7,9,3,5,4,5,63,38,22,7,8,6,11,84,744,89,695
2023-580,Australian Open,Hard,128,G,20230116,102,213710,,Q,Cristina Bucsa,U,,ESP,25.0,220332,,Q,Eva Lys,R,165,GER,21.0,2-6 6-0 6-2,3,R128,106,4,0,80,49,30,16,11,5,8,1,5,73,48,24,11,11,9,15,100,611,126,507
2023-580,Australian Open,Hard,128,G,20230116,103,215370,,,Bianca Andreescu,R,170,CAN,22.5,213631,25,,Marie Bouzkova,R,180,CZE,24.4,6-2 6-4,3,R128,101,0,0,56,35,26,14,9,3,3,2,2,60,50,30,4,9,2,5,43,1121,26,1581
2023-580,Australian Open,Hard,128,G,20230116,104,214981,22,,Elena Rybakina,R,184,KAZ,23.5,220714,,,Elisabetta Cocciaretto,R,,ITA,21.9,7-5 6-3,3,R128,83,5,4,55,22,17,19,11,1,4,2,1,60,33,19,12,10,7,12,25,1585,48,1015
2023-580,Australian Open,Hard,128,G,20230116,105,215219,,,Kaja Juvan,R,170,SLO,22.1,221911,,Q,Selena Janicijevic,U,,FRA,20.4,7-5 6-1,3,R128,79,0,0,52,35,28,10,10,3,4,0,4,57,36,22,7,9,3,8,104,603,185,345
2023-580,Australian Open,Hard,128,G,20230116,106,214096,,,Karolina Muchova,R,178,CZE,26.4,201615,,Q,Lesia Tsurenko,R,174,UKR,33.6,6-2 6-1,3,R128,78,2,1,55,35,19,11,8,5,8,0,5,51,30,9,6,7,1,9,133,476,134,473
2023-580,Australian Open,Hard,128,G,20230116,107,203389,13,,Danielle Collins,R,178,USA,29.0,214939,,,Anna Kalinskaya,R,175,RUS,24.1,7-5 5-7 6-4,3,R128,183,6,5,111,72,49,24,17,6,8,4,4,122,87,61,17,17,6,9,11,2388,59,948
2023-580,Australian Open,Hard,128,G,20230116,108,216083,,,Caty Mcnally,R,,USA,21.1,206007,,LL,Laura Pigossi,R,164,BRA,28.4,7-5 6-1,3,R128,95,0,4,67,43,24,13,10,7,10,0,4,57,41,19,5,9,3,10,94,661,112,559
2023-580,Australian Open,Hard,128,G,20230116,109,203462,,,Kateryna Baindl,R,175,UKR,28.9,215872,,,Kamilla Rakhimova,R,,RUS,21.3,7-5 6-7(8) 6-1,3,R128,172,5,4,113,78,58,15,16,5,7,1,4,105,65,39,21,15,7,12,95,638,110,585
2023-580,Australian Open,Hard,128,G,20230116,110,214388,,,Anna Bondar,R,,HUN,25.6,202536,,,Ana Bogdan,R,171,ROU,30.1,6-2 2-6 6-3,3,R128,120,8,1,88,59,31,19,13,7,11,4,3,82,55,32,13,12,7,13,81,756,63,910
2023-580,Australian Open,Hard,128,G,20230116,111,211533,17,,Jelena Ostapenko,R,177,LAT,25.6,215035,,,Dayana Yastremska,R,175,UKR,22.6,6-4 6-2,3,R128,71,4,0,52,38,30,8,9,1,1,5,3,55,29,17,13,9,0,3,17,2040,101,611
2023-580,Australian Open,Hard,128,G,20230116,112,221012,29,,Qinwen Zheng,R,,CHN,20.2,213646,,,Dalma Galfi,U,,HUN,24.4,6-0 6-2,3,R128,56,3,2,41,23,18,8,7,3,4,0,3,41,22,11,4,7,3,9,28,1534,88,715
2023-580,Australian Open,Hard,128,G,20230116,113,211095,,,Bernarda Pera,L,175,USA,28.1,220416,,WC,Moyuka Uchijima,R,171,JPN,21.4,2-6 6-3 6-1,3,R128,102,5,4,75,55,36,11,12,5,8,7,7,75,39,25,16,12,3,8,41,1145,116,546
2023-580,Australian Open,Hard,128,G,20230116,114,221054,,,Emma Raducanu,R,175,GBR,20.1,211337,,,Tamara Korpatsch,R,170,GER,27.6,6-3 6-2,3,R128,85,2,3,50,30,20,10,9,2,4,0,3,65,40,24,5,8,7,13,77,784,76,787
2023-580,Australian Open,Hard,128,G,20230116,115,221103,7,,Cori Gauff,R,175,USA,18.8,211701,,,Katerina Siniakova,R,174,CZE,26.6,6-1 6-4,3,R128,75,1,1,61,43,33,7,9,3,4,1,2,45,28,17,7,8,1,5,7,3762,46,1055
2023-580,Australian Open,Hard,128,G,20230116,116,202468,3,,Jessica Pegula,R,170,USA,28.8,211713,,,Jaqueline Cristian,R,180,ROU,24.6,6-0 6-1,3,R128,59,2,1,45,30,25,7,7,3,3,3,1,48,30,14,5,6,3,8,3,5000,161,388
2023-580,Australian Open,Hard,128,G,20230116,117,205925,,,Aliaksandra Sasnovich,R,174,BLR,28.8,259104,,Q,Brenda Fruhvirtova,R,,CZE,15.7,7-5 6-2,3,R128,80,6,1,56,36,28,8,10,3,5,2,2,56,39,20,7,10,3,8,38,1231,136,471
2023-580,Australian Open,Hard,128,G,20230116,118,216265,,WC,Olivia Gadecki,R,,AUS,20.7,221236,,Q,Polina Kudermetova,R,,RUS,19.6,7-5 6-1,3,R128,76,7,4,55,43,35,7,10,1,1,3,4,62,33,22,14,9,7,10,199,326,182,353
2023-580,Australian Open,Hard,128,G,20230116,119,216146,,,Marta Kostyuk,R,175,UKR,20.5,216153,28,,Amanda Anisimova,R,180,USA,21.3,6-3 6-4,3,R128,78,8,5,73,46,34,11,10,5,7,0,1,48,34,21,6,9,0,4,61,915,27,1535
2023-580,Australian Open,Hard,128,G,20230116,120,206252,20,,Barbora Krejcikova,R,178,CZE,27.0,239383,,Q,Sara Bejlek,L,,CZE,16.9,6-3 6-1,3,R128,71,2,2,41,26,21,10,8,0,1,0,6,59,41,18,9,8,3,8,23,1600,175,363
2023-580,Australian Open,Hard,128,G,20230116,121,216262,,Q,Clara Burel,R,176,FRA,21.8,221883,,WC,Talia Gibson,U,,AUS,18.5,6-3 6-4,3,R128,79,3,9,69,29,24,20,10,6,8,3,6,53,36,23,5,9,1,5,130,499,344,157
2023-580,Australian Open,Hard,128,G,20230116,122,211843,,,Anhelina Kalinina,R,179,UKR,25.9,201535,,Q,Coco Vandeweghe,R,185,USA,31.1,6-3 6-1,3,R128,75,4,3,54,36,24,11,8,3,4,7,5,58,29,15,12,8,4,9,39,1227,139,451
2023-580,Australian Open,Hard,128,G,20230116,123,201520,15,,Petra Kvitova,L,183,CZE,32.8,202421,,,Alison Van Uytvanck,R,173,BEL,28.8,7-6(3) 6-2,3,R128,92,5,4,58,33,28,17,10,0,0,3,3,75,52,34,10,10,5,7,15,2221,68,846
